ID,Application_Date,Applicant_Income,Applicant_Age,Loan_Amount,Loan_Term,Credit_Score,Employment_Years,Education_Level,Current_Address_Years,Has_Collateral,Debt_To_Income_Ratio,Approved
7054,8/14/2020,88490,30,238290,8,547,8,Bachelor,4,0,0.098560354,0
12682,8/14/2020,61120,58,175550,9,263,26,Doctoral,9,1,0.890810043,1
24167,8/14/2020,67200,34,222950,4,758,24,Postgraduate,3,0,0.306736842,1
10001,8/14/2020,78110,47,181340,2,636,25,Postgraduate,4,0,1.632189239,0
21265,8/17/2020,52110,38,255270,1,783,27,High School,8,0,0.094060719,0
6298,8/17/2020,97830,39,114640,1,482,7,Bachelor,8,1,0.576265209,1
13782,8/17/2020,58800,52,92760,8,342,10,Postgraduate,6,1,1.170710941,1
8732,8/17/2020,72220,49,51410,3,710,25,Postgraduate,4,0,0.07133038,0
23008,8/17/2020,65040,56,230210,3,367,18,Postgraduate,5,1,0.647956672,1
19680,8/17/2020,67780,57,134680,8,357,11,Bachelor,11,0,0.587423745,0
18562,8/17/2020,83000,44,245440,5,321,6,Bachelor,14,0,0.122012428,0
7727,8/17/2020,69510,52,110060,4,765,13,Bachelor,4,1,0.106094681,1
12460,8/17/2020,49350,59,77320,5,358,6,Bachelor,14,0,0.613043829,0
15549,8/17/2020,50670,40,106340,1,753,2,Bachelor,14,0,0.383717942,1
21923,8/18/2020,94280,29,183930,7,601,5,Bachelor,5,0,0.514308783,0
24027,8/18/2020,40200,48,67730,3,413,18,Bachelor,5,1,0.20405704,0
10770,8/18/2020,54890,55,216730,3,275,6,Bachelor,3,0,1.237352246,1
5526,8/18/2020,55170,34,200060,8,784,25,Bachelor,10,1,0.582630428,0
5719,8/19/2020,84100,42,261600,6,567,25,Bachelor,7,0,0.665432099,0
13341,8/19/2020,85390,41,257040,8,284,7,Postgraduate,14,0,0.077603812,0
18762,8/19/2020,59110,36,208080,5,347,24,Bachelor,11,0,3.416033755,0
1649,8/19/2020,98840,55,129240,9,686,24,Bachelor,5,0,0.716075931,0
22613,8/19/2020,78820,51,108320,4,654,9,Doctoral,14,1,0.905731682,0
20660,8/19/2020,66640,44,164030,9,319,13,Postgraduate,11,0,1.228600643,1
15288,8/19/2020,94360,44,166130,7,259,3,Postgraduate,4,0,0.776435045,0
8899,8/19/2020,48680,42,86150,1,560,6,Bachelor,1,0,0.271222484,0
11582,8/19/2020,84270,37,73920,9,371,18,Bachelor,13,0,0.252733465,0
19419,8/20/2020,88940,30,285260,3,773,20,Bachelor,2,0,1.196847366,1
11477,8/21/2020,36110,46,207800,4,344,25,Bachelor,6,0,0.104132231,0
17376,8/21/2020,77140,55,224440,9,722,3,Postgraduate,13,1,0.12158039,0
13302,8/21/2020,40030,52,145660,7,732,22,Bachelor,11,0,1.95385691,0
14982,8/21/2020,86600,21,140740,2,775,24,High School,1,1,1.060476699,1
6483,8/21/2020,61990,30,211630,7,337,1,High School,11,1,0.20957991,1
7946,8/21/2020,85950,59,130100,1,307,8,Bachelor,5,0,0.636960672,0
13278,8/21/2020,91360,30,281070,5,666,21,Postgraduate,14,1,0.648933989,0
9834,8/21/2020,61510,45,239030,9,772,18,Doctoral,7,1,0.512405848,1
3550,8/21/2020,73180,35,61650,6,718,16,Bachelor,10,0,0.928916494,0
16480,8/21/2020,41350,54,171150,4,396,17,Doctoral,9,0,0.568035944,1
14989,8/21/2020,91730,43,134110,9,613,4,Bachelor,14,0,0.935965848,0
1311,8/21/2020,51770,40,261200,7,335,8,Postgraduate,8,1,1.412083801,1
23154,8/21/2020,88990,55,123200,3,576,25,Bachelor,5,1,0.651529024,0
11499,8/24/2020,88500,57,172630,7,658,26,High School,7,0,0.266912747,0
3385,8/24/2020,68290,28,287350,3,709,22,Postgraduate,11,0,0.715037841,1
8793,8/24/2020,38810,30,296290,8,684,12,Postgraduate,4,0,0.430211515,0
14096,8/24/2020,48050,45,245190,9,335,5,Postgraduate,8,0,0.357580122,0
23972,8/25/2020,73190,45,207800,2,521,10,Doctoral,12,0,0.508601654,0
11668,8/26/2020,69970,52,115730,6,511,1,Doctoral,1,1,0.985989492,0
8209,8/26/2020,67980,37,191710,2,711,26,Postgraduate,4,1,1.304347826,1
13566,8/26/2020,94320,46,159130,6,362,21,Bachelor,4,0,0.236373749,0
16207,8/26/2020,39790,21,190960,5,384,17,Doctoral,9,1,0.404611733,1
6230,8/26/2020,69390,46,271050,7,402,23,Postgraduate,14,0,0.277093696,0
10935,8/26/2020,43170,38,124710,9,262,11,Doctoral,3,0,0.366510335,0
12242,8/27/2020,56470,29,265110,7,280,11,Postgraduate,13,0,0.109210394,0
16504,8/27/2020,70190,24,214140,3,346,23,Doctoral,7,0,0.489761534,0
4237,8/27/2020,75240,50,127370,9,708,25,Postgraduate,8,1,0.626293212,1
7241,8/27/2020,91680,36,150540,4,356,29,High School,5,1,0.275083349,1
11671,8/27/2020,69740,43,206950,2,424,10,High School,7,1,0.763531632,1
24542,8/27/2020,63070,51,287930,4,388,29,Doctoral,14,0,1.092235092,1
18123,8/27/2020,41810,48,71300,6,278,23,Bachelor,12,1,0.297260915,1
23453,8/27/2020,31580,40,249740,6,756,25,Bachelor,12,1,1.168422493,1
3135,8/27/2020,54390,27,207210,1,751,9,Bachelor,7,0,0.680161202,0
10925,8/27/2020,97830,53,196550,9,363,6,Postgraduate,13,1,0.486939976,1
6411,8/27/2020,92910,22,141190,8,471,23,Postgraduate,1,1,0.829277286,0
16172,8/28/2020,55530,21,185190,3,653,16,Postgraduate,6,1,0.406353722,1
22121,8/28/2020,94750,52,279380,2,420,11,Postgraduate,14,0,0.323765302,0
3261,8/31/2020,63740,36,144400,3,337,7,Postgraduate,5,0,0.593873288,0
16409,8/31/2020,38390,39,97750,1,707,15,High School,11,1,0.493832028,1
16104,8/31/2020,86750,29,254330,2,364,5,Bachelor,4,0,0.435811937,0
7491,8/31/2020,64750,30,152590,8,260,21,High School,10,1,0.101293678,1
22952,9/1/2020,72170,47,239840,6,546,11,Doctoral,9,1,0.85197036,1
24017,9/2/2020,51160,50,97560,2,724,18,Doctoral,12,0,2.82234957,1
10634,9/2/2020,43980,38,258340,2,760,20,Bachelor,9,0,0.582973966,0
5356,9/2/2020,42150,41,167870,4,308,16,High School,3,0,0.259181732,1
8983,9/2/2020,45730,34,241710,6,577,10,Bachelor,3,0,0.610955214,0
13509,9/2/2020,40220,48,281060,1,741,14,Bachelor,6,0,1.45596828,0
19832,9/2/2020,56070,28,273600,2,340,11,Doctoral,12,1,0.499563734,1
6816,9/2/2020,77660,21,242700,4,325,19,Postgraduate,4,0,0.433683785,0
8587,9/2/2020,77480,22,132370,3,478,5,Bachelor,10,1,0.550588668,1
16925,9/2/2020,31400,36,208020,3,775,17,Bachelor,2,1,0.156990048,1
14427,9/2/2020,41610,29,204900,5,612,29,Bachelor,4,0,0.119869799,1
11872,9/3/2020,55250,28,208620,5,425,22,Bachelor,11,1,0.245864164,1
11550,9/3/2020,75920,37,252920,2,524,18,Bachelor,7,1,1.914784946,1
20086,9/3/2020,39970,52,237000,1,679,17,Bachelor,4,0,0.848909953,1
10610,9/3/2020,96710,46,83540,8,436,13,Bachelor,14,0,1.900860585,0
10639,9/3/2020,61300,55,135580,5,401,13,Postgraduate,7,1,0.704618492,1
11811,9/3/2020,74660,47,139230,3,525,20,High School,9,0,0.485661957,1
22699,9/3/2020,80510,32,103250,4,791,27,Bachelor,5,0,0.22925097,0
16740,9/3/2020,76910,56,81880,9,721,28,Doctoral,14,1,0.232583504,1
1996,9/3/2020,89740,35,57760,2,442,17,Postgraduate,9,0,0.266827058,1
22397,9/3/2020,83130,57,103080,7,460,14,Postgraduate,1,1,0.40469524,0
11612,9/3/2020,94500,32,92610,6,782,11,Bachelor,10,1,0.270327777,1
16645,9/3/2020,33000,55,268660,8,765,6,Postgraduate,7,0,0.354084608,0
5214,9/4/2020,57850,54,231720,9,584,1,Doctoral,13,0,0.478892175,0
2548,9/4/2020,38840,51,121360,3,369,17,Postgraduate,14,1,0.953749124,0
14291,9/4/2020,55530,39,209950,3,593,21,Postgraduate,12,1,0.981602744,0
1985,9/4/2020,42540,37,159620,5,330,27,Postgraduate,13,1,0.242125474,0
15446,9/4/2020,86820,50,287940,8,641,17,Doctoral,9,0,0.27838639,0
16911,9/4/2020,31630,25,123390,2,565,26,Doctoral,11,1,0.425872093,1
20726,9/4/2020,59420,30,69600,1,763,27,Bachelor,14,0,0.23497405,1
3771,9/7/2020,34210,24,256530,4,429,26,Doctoral,14,1,1.718580668,1
20745,9/7/2020,61620,47,143510,4,315,9,Postgraduate,1,0,0.497702805,0
9065,9/7/2020,95360,59,203580,5,475,20,Postgraduate,1,1,0.271963245,1
4968,9/7/2020,37280,26,82710,2,596,19,Bachelor,11,0,0.321450598,0
16040,9/7/2020,53430,24,295880,3,728,15,Bachelor,10,0,0.363294472,0
1999,9/7/2020,43610,23,175620,7,381,2,Bachelor,10,0,0.159894404,0
23466,9/7/2020,46350,48,257050,6,407,26,High School,8,1,0.170277627,0
18889,9/7/2020,72150,26,126990,1,279,21,Bachelor,8,0,0.371099518,1
1684,9/7/2020,88170,46,299660,5,731,4,Doctoral,1,1,2.571677307,1
20839,9/7/2020,43980,32,211020,7,592,23,Postgraduate,12,0,0.273379545,1
9411,9/8/2020,65560,47,64740,3,688,1,Bachelor,12,1,2.081519222,1
16634,9/8/2020,71310,28,106240,3,643,20,Doctoral,10,0,0.354525386,1
24275,9/8/2020,71530,24,88160,5,668,13,Postgraduate,13,0,1.153505862,0
13942,9/8/2020,97510,44,148560,9,736,22,Postgraduate,13,0,0.246824826,1
12251,9/8/2020,67220,54,117630,9,391,18,Postgraduate,2,1,0.419150992,1
19729,9/9/2020,59140,37,285030,6,434,7,Postgraduate,1,0,0.197307829,0
17593,9/9/2020,89750,38,101410,6,797,25,Bachelor,1,1,0.155189491,0
23854,9/9/2020,54310,37,128930,9,788,4,Postgraduate,3,1,0.230356458,0
11439,9/9/2020,45750,27,251350,2,731,21,Postgraduate,4,1,0.224507516,1
2017,9/9/2020,46230,34,52380,4,680,18,Doctoral,2,1,0.630597015,1
21115,9/9/2020,76640,32,152090,6,364,29,Postgraduate,12,1,0.181471678,0
2412,9/9/2020,65730,58,98120,8,665,15,Bachelor,12,0,0.481469316,0
19922,9/9/2020,93060,44,208180,3,276,3,Postgraduate,1,0,0.33764299,0
4452,9/10/2020,52200,35,172260,1,468,9,Postgraduate,6,0,0.299449052,0
14082,9/10/2020,47300,29,213210,5,576,21,Doctoral,3,1,1.613398693,0
6624,9/10/2020,83220,28,133870,8,625,14,Bachelor,2,1,0.583333333,1
14896,9/10/2020,58550,23,188530,3,726,12,Postgraduate,3,0,0.093036676,0
10774,9/10/2020,49110,31,80260,7,651,23,Bachelor,5,1,0.436282828,1
6935,9/10/2020,71480,55,203340,8,327,11,Bachelor,1,0,0.221123764,1
11824,9/10/2020,44940,59,99980,7,327,29,Bachelor,4,1,0.20495033,1
11421,9/10/2020,96100,46,96390,3,741,2,Postgraduate,5,0,0.724746526,1
21772,9/10/2020,98130,24,266790,6,426,12,Postgraduate,1,1,0.276986342,1
17773,9/10/2020,90590,41,122170,1,298,11,Postgraduate,14,0,0.164668094,0
12540,9/14/2020,57000,28,253250,7,643,7,Doctoral,3,1,0.621578814,1
23973,9/14/2020,35380,45,67370,2,477,1,High School,1,1,0.626307922,1
22435,9/14/2020,97840,39,161810,2,677,11,Postgraduate,8,1,1.693843194,0
10894,9/15/2020,35430,33,259380,2,507,1,Bachelor,10,0,0.567501575,0
6847,9/15/2020,78680,41,222370,4,336,16,Postgraduate,9,0,0.866582118,1
17584,9/15/2020,96970,52,229280,5,465,22,Postgraduate,4,1,0.51834902,1
2949,9/15/2020,35460,56,195980,8,536,6,Postgraduate,9,1,0.118216407,0
13330,9/15/2020,49150,55,94350,5,556,29,Bachelor,7,0,0.270468476,0
7918,9/15/2020,58020,46,80280,4,362,10,Postgraduate,11,1,0.353078074,1
17577,9/15/2020,82740,38,99980,7,640,17,Postgraduate,3,0,0.637279818,0
11650,9/15/2020,72780,33,76660,7,557,5,Doctoral,5,0,1.186353063,1
9891,9/15/2020,99480,25,62000,6,467,2,Doctoral,10,1,0.331630326,0
1027,9/16/2020,38590,58,103510,9,451,6,Bachelor,5,1,0.34602375,1
1049,9/16/2020,69320,54,70630,7,544,24,Postgraduate,14,1,3.208090379,1
6013,9/16/2020,74010,51,266720,1,484,25,Bachelor,5,0,0.116026328,1
11860,9/16/2020,97160,34,142820,4,511,14,Bachelor,3,1,0.209562012,0
5008,9/16/2020,56640,33,53060,9,424,12,Bachelor,13,1,0.477045908,1
11725,9/16/2020,66660,41,188690,2,512,22,Bachelor,9,0,0.312996032,0
4385,9/16/2020,88610,50,128080,5,262,8,Bachelor,8,1,0.185525467,1
12905,9/16/2020,40520,48,219270,5,368,10,High School,6,1,2.465238303,1
2358,9/16/2020,36760,44,221650,6,675,14,Doctoral,6,0,1.306948919,0
19246,9/16/2020,67120,33,270060,1,376,27,High School,4,0,0.184467613,0
18109,9/16/2020,83280,23,87770,8,650,23,Doctoral,1,0,0.57736208,0
23476,9/16/2020,81180,22,88070,7,396,27,Postgraduate,4,1,0.340325045,1
6869,9/17/2020,69690,23,183360,1,535,23,Bachelor,5,1,1.648920562,0
21171,9/17/2020,73680,54,199800,1,385,27,Bachelor,8,1,0.531236309,0
15771,9/17/2020,99770,40,83740,5,393,21,Bachelor,6,0,1.828774063,0
18401,9/17/2020,74490,40,145240,5,253,16,High School,7,1,0.460767566,1
22438,9/17/2020,35990,51,201600,3,686,23,Postgraduate,6,0,0.171508575,0
11659,9/17/2020,84090,54,255290,4,617,19,Doctoral,5,0,0.80417847,1
4269,9/17/2020,49880,27,77940,6,349,16,Bachelor,14,0,0.323410492,1
15695,9/17/2020,95420,44,183560,6,461,7,Doctoral,7,0,0.414832802,0
20895,9/17/2020,80310,24,171170,4,650,18,Postgraduate,7,1,0.292351432,1
13851,9/17/2020,73410,35,205290,5,253,2,Bachelor,8,1,0.253585559,1
19582,9/17/2020,55360,46,52630,5,414,17,Postgraduate,3,0,0.27553248,0
4367,9/17/2020,69680,40,283380,5,686,19,Bachelor,13,1,0.51925378,1
24098,9/21/2020,88800,56,231130,9,428,14,Bachelor,9,0,0.493783756,1
3919,9/21/2020,62690,48,276450,5,349,13,Doctoral,13,1,0.402123574,0
17276,9/21/2020,43520,27,156300,3,491,29,Doctoral,13,1,0.590405904,1
17586,9/21/2020,88770,21,75780,1,536,7,High School,2,1,0.343023256,0
20688,9/21/2020,47210,40,244470,4,285,9,Bachelor,7,0,0.887770991,0
13089,9/21/2020,57330,46,200100,6,302,1,Bachelor,11,1,0.375715667,1
8481,9/21/2020,51200,26,260830,4,526,3,Doctoral,9,0,1.581103679,1
23584,9/21/2020,49930,31,114700,3,691,19,Bachelor,5,1,0.334554335,1
17191,9/21/2020,34170,46,211430,1,756,6,Postgraduate,7,1,0.444143873,1
1873,9/22/2020,43020,33,205170,1,535,23,Doctoral,1,0,0.27666392,0
19698,9/22/2020,54090,27,235200,6,353,17,Doctoral,9,0,0.881153743,1
18882,9/22/2020,66260,26,290900,8,470,12,Bachelor,6,0,0.787027579,1
12425,9/22/2020,30240,21,182290,2,318,13,Postgraduate,12,0,0.43241448,1
8404,9/22/2020,63690,48,281890,8,566,25,Postgraduate,12,0,0.209642942,0
9257,9/22/2020,75170,24,193520,7,594,1,Postgraduate,14,0,0.315511319,1
3530,9/22/2020,85780,57,154590,7,288,27,Postgraduate,13,1,0.325911318,1
5212,9/23/2020,77620,25,275500,8,623,5,Postgraduate,13,0,0.432450043,0
4418,9/23/2020,71780,24,194240,9,799,2,Bachelor,10,0,0.430418406,1
3350,9/23/2020,87600,59,133380,2,549,15,Bachelor,11,1,0.297997106,1
21576,9/23/2020,32480,41,82910,1,675,26,Bachelor,1,1,0.21151294,1
22708,9/23/2020,92590,33,188460,9,437,18,Postgraduate,13,0,0.353813559,1
22352,9/23/2020,54510,53,278690,8,393,2,Doctoral,14,0,0.61479993,0
1879,9/24/2020,98010,48,66810,3,304,6,Postgraduate,1,0,1.19848466,0
22501,9/25/2020,93570,39,132720,8,388,25,Postgraduate,13,0,0.567159409,0
9049,9/25/2020,99460,56,234250,8,274,26,Postgraduate,1,0,0.623790831,1
8924,9/25/2020,61050,41,187560,8,660,17,Bachelor,6,0,0.062735327,0
16855,9/28/2020,55500,30,229750,3,357,28,Doctoral,6,1,0.64731286,0
14548,9/29/2020,63170,22,205020,7,742,19,Doctoral,12,0,0.321717344,1
3995,9/29/2020,97890,31,87490,5,647,10,Bachelor,10,1,0.583718973,1
16540,9/29/2020,78960,41,114240,9,475,13,Postgraduate,3,0,0.431636517,0
8871,9/29/2020,42600,26,299750,3,708,22,Doctoral,6,1,0.339896899,1
24369,9/29/2020,67080,38,215650,5,460,18,Doctoral,6,0,0.300317531,1
8582,9/29/2020,42350,25,140740,7,629,5,High School,3,1,0.554627191,1
22658,9/29/2020,39240,37,61570,7,509,1,Bachelor,10,1,0.249637756,1
22665,9/29/2020,69880,28,84500,6,684,1,Doctoral,4,0,0.984779482,0
18002,9/29/2020,61080,37,52080,1,449,12,Doctoral,8,1,1.71642698,1
12472,9/29/2020,37000,41,83560,5,595,25,Bachelor,10,0,1.235145197,1
7113,9/30/2020,30330,29,216990,2,608,7,Bachelor,8,1,0.46447247,1
17374,9/30/2020,88240,50,187740,9,606,24,Postgraduate,6,1,1.118517655,1
16942,10/1/2020,99420,40,274380,7,543,26,Postgraduate,3,1,0.266382802,1
11274,10/1/2020,36550,50,236610,2,387,15,Bachelor,2,1,0.761614623,0
6846,10/2/2020,56780,39,121400,8,787,19,Doctoral,6,0,0.35504166,0
1974,10/2/2020,51850,48,58770,1,691,12,Postgraduate,3,0,0.22892485,0
19224,10/2/2020,63080,47,123170,7,656,13,Postgraduate,2,1,0.549095224,1
14641,10/2/2020,59600,53,272370,1,796,4,Doctoral,2,0,0.698082502,0
5518,10/2/2020,60370,38,232480,4,500,25,Doctoral,14,1,0.361692749,1
15444,10/2/2020,66320,24,159440,9,409,23,Bachelor,7,0,0.588494616,1
1779,10/5/2020,82650,41,234660,5,644,15,High School,3,1,0.336662484,0
19157,10/5/2020,44490,35,64140,8,771,17,Doctoral,5,1,0.612868861,1
5496,10/5/2020,54690,29,218820,6,441,20,Bachelor,4,1,0.365809143,0
7562,10/5/2020,74720,57,52340,5,691,18,Postgraduate,8,0,1.154755784,0
16561,10/5/2020,96600,27,137000,3,706,1,Postgraduate,13,0,2.913959917,1
6849,10/5/2020,95850,40,99510,6,494,5,Bachelor,12,0,0.494369778,0
3248,10/6/2020,55550,39,117520,3,666,27,High School,13,1,0.629692651,1
3313,10/6/2020,59100,25,281250,4,584,29,Postgraduate,14,0,1.900224215,0
11357,10/6/2020,64760,45,206460,8,676,29,Bachelor,13,0,0.852554451,1
19722,10/6/2020,70380,37,242020,2,513,8,Bachelor,8,0,0.731689199,0
3069,10/6/2020,50770,22,58210,3,709,14,Bachelor,11,1,0.645583424,1
9636,10/6/2020,69300,40,173400,3,545,27,High School,1,1,0.528880664,1
5257,10/6/2020,76390,58,172290,2,630,4,Bachelor,1,0,0.964826358,0
23560,10/6/2020,85420,53,51930,4,331,1,Postgraduate,3,0,1.560637356,0
15131,10/6/2020,80790,45,230550,9,490,8,Postgraduate,4,1,0.264113699,1
19952,10/7/2020,92060,44,53190,9,417,10,Doctoral,6,1,0.529920126,1
1632,10/7/2020,46620,42,253720,1,729,22,Postgraduate,9,0,1.475681893,0
17609,10/7/2020,43020,55,221470,9,332,15,Doctoral,9,0,0.609292608,0
22399,10/7/2020,41600,41,146790,1,250,25,Doctoral,3,0,0.143925852,0
3432,10/7/2020,51170,49,205690,3,540,14,Postgraduate,12,0,0.323873122,0
3201,10/7/2020,82990,48,292910,9,765,2,Postgraduate,8,0,2.26307398,1
1852,10/8/2020,39260,29,54050,7,295,15,Bachelor,13,1,1.462002915,0
21735,10/8/2020,80100,44,149110,9,469,17,High School,9,1,1.840720795,0
14479,10/8/2020,33900,59,242010,1,300,19,Postgraduate,7,1,0.32274163,1
16303,10/8/2020,49470,59,233910,9,257,19,High School,13,0,0.646273236,0
17175,10/8/2020,82090,40,127680,4,729,14,Doctoral,11,0,0.391401945,0
11633,10/8/2020,34560,56,163320,6,474,7,Bachelor,2,0,1.017503126,1
7485,10/9/2020,67220,53,81380,5,466,16,Bachelor,11,1,1.348773842,1
1000,10/9/2020,55340,24,283590,3,644,1,Bachelor,11,1,0.887943537,1
20442,10/9/2020,98530,26,88490,1,417,27,Postgraduate,11,1,1.419956688,1
2725,10/12/2020,43990,38,195940,7,665,2,Bachelor,4,1,0.472559604,1
20514,10/12/2020,42120,42,93560,2,770,27,Postgraduate,13,1,0.50915923,1
11420,10/12/2020,86900,34,260890,8,652,19,Doctoral,2,1,0.442484267,0
14739,10/12/2020,98390,34,233560,8,488,10,Bachelor,14,1,0.216273907,1
3823,10/12/2020,97610,56,183300,3,338,5,Bachelor,10,1,0.696023198,1
5359,10/12/2020,81650,33,94460,6,517,22,Bachelor,4,1,0.190272632,1
14395,10/12/2020,90240,37,177810,9,545,14,Bachelor,9,1,0.415460852,1
6309,10/12/2020,72170,42,149500,7,407,23,Doctoral,7,0,0.35539961,0
15515,10/12/2020,69420,56,161370,6,683,14,Postgraduate,10,1,0.66843708,0
9732,10/13/2020,53030,47,255270,7,712,15,Bachelor,10,0,0.873510628,0
15728,10/13/2020,63750,36,125300,9,389,11,Doctoral,4,0,0.125453446,0
21069,10/13/2020,57020,45,81920,8,517,12,High School,2,1,0.624030451,1
4121,10/13/2020,79870,58,238760,4,559,28,High School,11,0,0.392653061,0
21816,10/14/2020,32420,42,102780,2,318,21,Postgraduate,1,1,0.442874751,1
8556,10/14/2020,58970,47,216020,7,399,9,Postgraduate,7,0,0.272434994,1
1902,10/14/2020,52770,27,111840,2,301,19,Bachelor,3,0,0.163661662,0
19470,10/14/2020,48950,35,148900,2,405,2,Postgraduate,3,1,0.112792373,1
13909,10/14/2020,39370,31,61420,9,466,4,Bachelor,10,0,0.562712307,0
15633,10/15/2020,64840,31,113760,7,608,5,Postgraduate,3,1,0.318803852,0
8742,10/15/2020,36810,32,294250,2,648,26,Doctoral,5,1,1.176969269,1
2955,10/15/2020,87730,53,127920,6,573,14,Bachelor,5,1,0.173564214,1
24006,10/15/2020,67680,31,54420,7,548,3,Postgraduate,4,0,0.207046542,0
17904,10/16/2020,84020,51,103180,4,488,8,Bachelor,6,1,3.190968956,1
22575,10/16/2020,87700,52,68590,9,500,15,Bachelor,1,0,0.301710595,1
16097,10/16/2020,78580,46,158350,2,500,14,Bachelor,2,1,0.843732497,1
12347,10/16/2020,80370,40,196930,7,731,11,Bachelor,13,0,0.247440569,1
14967,10/16/2020,34690,40,84640,7,261,2,Doctoral,14,1,0.319700119,0
2076,10/16/2020,90570,57,279180,3,724,12,Bachelor,13,0,0.478619154,1
18838,10/19/2020,62540,56,238380,1,713,16,Postgraduate,7,1,0.417045759,0
4576,10/19/2020,81930,37,171690,5,651,21,Doctoral,6,0,0.662127108,0
4747,10/19/2020,44130,32,60800,6,763,6,Bachelor,10,1,0.165890885,1
16646,10/19/2020,81710,33,197350,1,584,29,Postgraduate,4,1,1.173868047,1
16071,10/19/2020,64800,32,79270,8,606,12,Bachelor,4,1,0.220035366,0
19470,10/19/2020,84770,27,223840,3,743,7,Doctoral,5,0,0.822459059,0
23342,10/20/2020,81400,48,136130,2,791,25,Bachelor,10,0,0.484136248,0
20772,10/22/2020,88640,40,130500,6,642,11,Bachelor,4,0,0.338865585,0
18216,10/22/2020,41800,45,96220,7,754,13,Bachelor,11,0,0.217996884,0
23118,10/22/2020,93310,52,165370,1,297,27,High School,7,1,0.217421125,1
1025,10/22/2020,34760,46,276820,7,255,26,Postgraduate,5,1,0.119567789,1
7793,10/22/2020,56730,33,57220,5,764,29,Bachelor,7,1,0.555423565,1
7008,10/22/2020,57200,47,269100,3,576,21,Doctoral,10,0,0.492056102,0
24558,10/22/2020,72390,25,227650,7,279,19,Bachelor,6,0,0.423789567,0
6332,10/22/2020,86220,46,263070,3,254,18,Doctoral,3,1,0.381194187,1
24087,10/22/2020,39940,55,173530,3,431,22,Doctoral,4,1,0.873278807,0
18883,10/22/2020,92020,49,183910,9,783,16,Doctoral,13,1,0.362678804,0
21529,10/22/2020,88800,49,78480,1,764,17,Doctoral,10,1,0.421932682,1
14446,10/23/2020,66050,30,272410,5,570,14,Doctoral,14,1,0.822429907,1
13603,10/23/2020,47570,29,87290,9,474,11,Bachelor,2,0,0.182817926,0
9716,10/23/2020,44490,32,134270,6,375,12,Bachelor,13,1,0.331629355,1
7062,10/23/2020,84110,25,186460,7,283,10,Bachelor,13,1,2.834854411,1
10115,10/23/2020,70920,48,87930,4,605,28,Bachelor,13,1,0.16049203,0
6038,10/23/2020,58160,45,126410,1,508,7,Postgraduate,6,1,1.185671504,1
19717,10/26/2020,90010,55,284800,9,608,25,Bachelor,1,0,0.146721773,0
1154,10/26/2020,79140,25,242810,3,681,4,Bachelor,4,0,0.478992329,0
8701,10/26/2020,63240,49,64060,7,451,15,Bachelor,11,0,4.770029674,0
2498,10/26/2020,41050,24,230590,3,312,9,Postgraduate,11,1,0.141921397,0
21276,10/27/2020,57590,28,224050,8,776,6,Bachelor,7,0,0.505048505,0
8935,10/27/2020,87630,55,102350,8,561,4,Postgraduate,10,0,0.12555567,1
2986,10/28/2020,36530,23,238880,9,571,11,Bachelor,13,1,0.287393287,0
2500,10/28/2020,80830,42,211790,2,467,14,Bachelor,11,1,0.151030169,1
11724,10/28/2020,62930,37,191770,3,674,15,Bachelor,10,0,0.270947695,1
9334,10/28/2020,42670,38,283390,6,715,9,Doctoral,10,1,0.321614312,1
3214,10/28/2020,67640,28,243620,1,583,16,Postgraduate,12,0,0.952742792,0
19948,10/28/2020,41170,44,101070,6,558,18,High School,3,1,0.10373444,0
12627,10/28/2020,31590,23,143600,4,692,23,Postgraduate,7,0,0.076150583,0
10456,10/29/2020,54980,46,288950,5,503,20,Postgraduate,3,0,1.051066218,0
21989,10/29/2020,31740,36,267300,9,622,23,Bachelor,3,1,0.551317891,1
14806,10/29/2020,89930,27,118850,9,606,2,Bachelor,5,1,0.592957746,1
17385,10/29/2020,42290,47,251540,4,315,28,Postgraduate,10,0,0.759848632,0
9511,10/29/2020,34900,37,227250,9,715,29,Bachelor,1,1,0.334060778,1
2524,10/29/2020,96090,23,273160,8,397,29,Postgraduate,11,0,1.242503639,1
